,cellid,modelname,state_sig,state_chan,MI,r,r_se,d,g,state_chan_alt
0,mgc015b-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,0.7491008951109702,0.010686864648629078,0.9770959615839313,0.9923153134336149,baseline
1,mgc015b-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,0.00011883442060919243,0.7491008951109702,0.010686864648629078,-0.014627755527848832,0.012263489787916434,ACTIVE_1
2,btn118a-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,0.9080948167715469,0.0061466031184443095,0.8048644995244112,1.0021045133704025,baseline
3,btn118a-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_0,2.0355819136272993e-05,0.9080948167715469,0.0061466031184443095,0.0027513048069765706,-0.003194008099447225,ACTIVE_0
4,btn112e-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,0.9048199324371009,0.006381340160521936,5.080504569626192,1.004409722115962,baseline
5,btn112e-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,4.377372291304407e-05,0.9048199324371009,0.006381340160521936,-0.015346186441614392,-0.007204074062108141,ACTIVE_1
6,btn109b-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,0.6217425335426923,0.011931765484087526,0.33385809234673064,0.9903620812660805,baseline
7,btn109b-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,0.0003767423155211485,0.6217425335426923,0.011931765484087526,0.007032007020349368,0.01599839039158812,ACTIVE_1
8,btn095b-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,0.8414197423252204,0.008302151419614406,0.7297316456799909,1.0092001679404878,baseline
9,btn095b-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,0.00018508900540524788,0.8414197423252204,0.008302151419614406,0.008626891588433638,-0.013462954861756068,ACTIVE_1
10,btn079d-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,0.27437963025947953,0.02061850477405752,0.8742504444026536,0.996881039545513,baseline
11,btn079d-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,0.00010646486700936695,0.27437963025947953,0.02061850477405752,0.011357139536763526,-0.005464911562303074,ACTIVE_1
12,btn079d-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,PASSIVE_1,-0.00032574208470683493,0.27437963025947953,0.02061850477405752,0.01060206313187809,0.03529789010904081,PASSIVE_1
13,btn079d-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_2,-0.00039716998506359445,0.27437963025947953,0.02061850477405752,-0.007359922454654211,-0.007794580219266536,ACTIVE_2
14,btn075c-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,0.8197654222282316,0.012915180511829114,0.6134750350381781,0.9985192990612136,baseline
15,btn075c-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,-3.743670993764793e-05,0.8197654222282316,0.012915180511829114,0.011689241447322793,0.002153472586033525,ACTIVE_1
16,btn062c-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,0.6641925974232319,0.016912155391750935,0.36828280392710566,1.0449540860259874,baseline
17,btn062c-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,0.0006053566132040998,0.6641925974232319,0.016912155391750935,0.04085781768760838,-0.059138311968874,ACTIVE_1
18,btn060a-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,0.9296958009751858,0.005223186872187744,0.7273848308544376,0.9953043776711421,baseline
19,btn060a-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_0,-9.508357849033998e-05,0.9296958009751858,0.005223186872187744,-0.0238335905191324,0.006444128505532951,ACTIVE_0
20,btn054b-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,0.8708993347841743,0.009185182070316057,0.6687053144131915,0.9975213347712047,baseline
21,btn054b-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,-0.00024066847297593604,0.8708993347841743,0.009185182070316057,-0.012413011324148066,0.0037378637250870344,ACTIVE_1
22,btn019c-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,0.9536523128152451,0.0039302195129323906,0.7109506928836111,0.9979982323007646,baseline
23,btn019c-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,PASSIVE_1,-3.04283162789298e-05,0.9536523128152451,0.0039302195129323906,-0.001505849351508425,0.003155086250831282,PASSIVE_1
24,btn123a-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,0.8257820491921743,0.01004533950687588,0.465913490511483,0.9986487978819039,baseline
25,btn123a-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_0,0.0003347381165760417,0.8257820491921743,0.01004533950687588,-0.00314091778592331,0.0020624682250213323,ACTIVE_0
26,mgc055a-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,0.4372772447910897,0.028011323022405474,0.4272347062481311,1.041664151601569,baseline
27,mgc055a-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,PASSIVE_1,0.0008053039399185157,0.4372772447910897,0.028011323022405474,0.010849126114416805,-0.058170379290842913,PASSIVE_1
28,mgc052e-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,0.9229496026295474,0.012134488462060115,1.5479862235361075,1.007689891579523,baseline
29,mgc052e-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,PASSIVE_1,-0.012118619875900773,0.9229496026295474,0.012134488462060115,0.008379537968939152,-0.011815897398767075,PASSIVE_1
30,mgc050b-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,0.8967190517147301,0.006980434206595829,0.8720467170365254,1.003251989369134,baseline
31,mgc050b-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,0.00018045073714719823,0.8967190517147301,0.006980434206595829,-0.0033728815759684902,-0.005084321035133696,ACTIVE_1
32,mgc049e-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,0.8527705551389714,0.00548533515135192,0.17318324983960584,0.981842010643381,baseline
33,mgc049e-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,0.0010915605431029956,0.8527705551389714,0.00548533515135192,-0.016123294494490445,0.030635287585594168,ACTIVE_1
34,mgc038a-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,0.48308110275441196,0.027364763025234697,1.5402381917339978,1.0541313972612616,baseline
35,mgc038a-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_0,0.00015883077837190311,0.48308110275441196,0.027364763025234697,-0.051275906944492876,-0.09145047122121165,ACTIVE_0
36,mgc037b-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,0.9109009213812088,0.00422324803811614,0.28859164280477345,0.9954125440963887,baseline
37,mgc037b-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,PASSIVE_1,2.886987053278477e-05,0.9109009213812088,0.00422324803811614,0.0047538520594534745,0.007736358513056156,PASSIVE_1
38,mgc031d-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,0.43656583207051786,0.034567235517227284,2.261871429894942,1.0210059575386503,baseline
39,mgc031d-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,-0.014095074370968071,0.43656583207051786,0.034567235517227284,0.007483492430031814,-0.03423682305948171,ACTIVE_1
40,mgc028b-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,0.8772718063104845,0.011507974965384605,0.9910380111159572,0.9943781119593504,baseline
41,mgc028b-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_0,-0.0002498653280540141,0.8772718063104845,0.011507974965384605,0.011311048150144274,0.009244101917771277,ACTIVE_0
42,mgc016e-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,0.8478292996839876,0.014654742095814058,1.7153000753555585,1.009956541047633,baseline
43,mgc016e-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,PASSIVE_1,-0.005406393595405149,0.8478292996839876,0.014654742095814058,-0.010570354039289619,-0.017988678763184305,PASSIVE_1
44,mgc016d-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,0.44794738075985474,0.022291498743396764,2.198735230175527,0.9477912666970149,baseline
45,mgc016d-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,0.000290855554923697,0.44794738075985474,0.022291498743396764,0.010152906912089565,0.0828022055405261,ACTIVE_1
46,mgc015a-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,0.8569893226628105,0.007282755991244215,0.22605738036707743,0.9950147118219667,baseline
47,mgc015a-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,5.715287666259637e-05,0.8569893226628105,0.007282755991244215,-0.0031248929121232166,0.008226236678012292,ACTIVE_1
48,mgc013a-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,0.617262379161317,0.012780828488501449,1.123181994939886,0.9764772971183419,baseline
49,mgc013a-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,PASSIVE_1,-9.898117967703133e-05,0.617262379161317,0.012780828488501449,0.01570210680147647,0.03589332295379659,PASSIVE_1
50,mgc008b-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,0.3389313638281764,0.04520495790936914,1.868560021353138,1.003189232689634,baseline
51,mgc008b-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,PASSIVE_1,,0.3389313638281764,0.04520495790936914,-0.003439515496768279,0.02312919158072781,PASSIVE_1
52,mgc001c-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,0.8609624356657216,0.01059456361183802,1.353198758831854,1.0326720078618439,baseline
53,mgc001c-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,,0.8609624356657216,0.01059456361183802,-0.00863168990295515,-0.0013797610145601196,ACTIVE_1
54,btn143b-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,0.6285000708348051,0.016625432423591602,1.54248292345637,0.9675389617620457,baseline
55,btn143b-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,-0.009701436882578723,0.6285000708348051,0.016625432423591602,-0.0026664793556272805,0.042053758425404104,ACTIVE_1
56,btn142b-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,0.9548153315816382,0.0036210337288136727,0.5053513379469563,1.0016324573737516,baseline
57,btn142b-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,-0.0013207677230759186,0.9548153315816382,0.0036210337288136727,-0.016968825120280962,-0.0021966583396649817,ACTIVE_1
58,btn139c-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,0.8273518366176686,0.01395740318532822,0.8528336891944261,0.97766161433821,baseline
59,btn139c-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,0.0005504839151422294,0.8273518366176686,0.01395740318532822,-0.026812778996026066,0.03603419588801487,ACTIVE_1
60,btn134a-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,0.8456631803257938,0.011315017849074623,0.7576853437446037,0.9918091770704305,baseline
61,btn134a-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,-0.005296879380842958,0.8456631803257938,0.011315017849074623,-0.013990955381354378,0.012133629584759487,ACTIVE_1
62,btn131a-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,0.8064913467624224,0.011906758420079645,0.34735533825474196,0.9888565251647039,baseline
63,btn131a-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,-0.0006344757933134837,0.8064913467624224,0.011906758420079645,-0.016999691692604606,0.015942361443371605,ACTIVE_1
64,btn123b-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,0.807724415572989,0.009579571440683015,0.9189130441784277,0.9829723870476726,baseline
65,btn123b-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,-5.379760038848149e-05,0.807724415572989,0.009579571440683015,-0.025150683694794777,0.02572910774705774,ACTIVE_1
66,btn120b-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,0.7550880816264998,0.025857845680777494,0.6038239826733107,1.0718806040531874,baseline
67,btn120b-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,0.002932423670837452,0.7550880816264998,0.025857845680777494,0.040545153256103535,-0.0871029618489325,ACTIVE_1
68,btn120a-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,0.9563698571843359,0.004112016533036612,1.7953981907306589,1.000975742301502,baseline
69,btn120a-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,-1.42479186772102e-05,0.9563698571843359,0.004112016533036612,-0.018201792139322125,-0.001476901827679756,ACTIVE_1
70,btn119b-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,0.8031349420621176,0.01848377454622458,0.8967655634854831,1.0121233310232105,baseline
71,btn119b-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,-0.00023874879741907633,0.8031349420621176,0.01848377454622458,0.008527001762016147,-0.017225555789950178,ACTIVE_1
72,btn119a-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,0.8088499097812276,0.011165401162084825,0.9294815702626138,1.0041919021855368,baseline
73,btn119a-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,1.7222573578349756e-05,0.8088499097812276,0.011165401162084825,-0.007549539146665511,-0.0067720089802995,ACTIVE_1
74,btn117f-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,0.7848325788180601,0.009999595976325496,0.6840570201302936,1.0052232995993737,baseline
75,btn117f-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_0,2.1109429211619568e-05,0.7848325788180601,0.009999595976325496,0.018655888046439313,-0.007835522953537453,ACTIVE_0
76,btn116a-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,0.91909800803615,0.0046629263845789914,0.29684168112470827,0.9832069058801857,baseline
77,btn116a-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_0,0.0001728260696757567,0.91909800803615,0.0046629263845789914,-0.015232557794728615,0.025750924186876866,ACTIVE_0
78,btn114d-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,0.7709581272657128,0.012606637239090243,0.6369824828101349,1.0062077520926855,baseline
79,btn114d-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,-0.00022983857786145184,0.7709581272657128,0.012606637239090243,-0.0004796721353761784,-0.009109870847537846,ACTIVE_1
80,btn114b-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,0.7574730332678044,0.012605891045727296,0.5463513653309674,1.0128269775765713,baseline
81,btn114b-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,9.656982255337306e-05,0.7574730332678044,0.012605891045727296,0.004776066087422299,-0.019637970779554433,ACTIVE_1
82,btn112d-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,0.7850953823925804,0.008186418574909295,2.090224755963281,0.9935865951723091,baseline
83,btn112d-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,0.0002854649086441264,0.7850953823925804,0.008186418574909295,0.0020705530309157935,0.009498398554340193,ACTIVE_1
84,btn111b-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,0.6053531262350972,0.019128346014828847,0.26229358198496266,1.0007820495008344,baseline
85,btn111b-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,-0.0007963563126022037,0.6053531262350972,0.019128346014828847,0.002357877156670137,-0.0011179700139573635,ACTIVE_1
86,btn109c-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,0.2614904257259814,0.03660252042165019,0.902227923893512,1.0028048019454725,baseline
87,btn109c-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,0.0007843488772029325,0.2614904257259814,0.03660252042165019,-0.004129222880386481,-0.0053102426213831756,ACTIVE_1
88,btn105c-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,0.766040729074064,0.014946089534195546,0.63370334382216,0.9561109897289558,baseline
89,btn105c-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,-0.00016445244382704295,0.766040729074064,0.014946089534195546,0.005973357898663394,0.056933691896319395,ACTIVE_1
90,btn105a-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,0.5511466604953332,0.026670214648974885,1.0011652533380886,0.9744823349128646,baseline
91,btn105a-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,-0.00033573012279191613,0.5511466604953332,0.026670214648974885,0.0031734953440904863,0.03836847849899021,ACTIVE_1
92,btn104e-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,0.9057009269114376,0.004693952925460288,0.19258619948411196,0.9951340043552349,baseline
93,btn104e-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,-0.0007253447610428291,0.9057009269114376,0.004693952925460288,-0.01086532969293671,0.007701259126570152,ACTIVE_1
94,btn097a-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,0.6236475166209187,0.0193769319447744,0.658066969889788,1.007672382458963,baseline
95,btn097a-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,-0.00023876061951029568,0.6236475166209187,0.0193769319447744,0.006497773714380898,-0.012089723392583011,ACTIVE_1
96,btn088b-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,0.6568733382683094,0.011956458518018402,1.2583636719908928,1.0117447797109869,baseline
97,btn088b-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,7.09920282378764e-05,0.6568733382683094,0.011956458518018402,-0.008511071155138036,-0.020471104908931028,ACTIVE_1
98,btn086c-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,0.9458532921973444,0.0039001107078486643,0.5371557642151116,1.000600837400356,baseline
99,btn086c-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,0.0001591475363341085,0.9458532921973444,0.0039001107078486643,-0.0030000843512684454,-0.0008783260394495511,ACTIVE_1
100,btn079e-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,0.9117339546750071,0.007960862269244702,0.08782889682785958,0.999641351003677,baseline
